favorite_Score,favorite_OffensiveYards,favorite_OffensiveYardsPerPlay,favorite_RushingYards,favorite_RushingYardsPerAttempt,favorite_PassingYards,favorite_PassingYardsPerAttempt,favorite_PassingInterceptionPercentage,favorite_TimesSackedPercentage,favorite_OpponentScore,favorite_OpponentOffensiveYards,favorite_OpponentOffensiveYardsPerPlay,favorite_OpponentRushingYards,favorite_OpponentRushingYardsPerAttempt,favorite_OpponentPassingYards,favorite_OpponentPassingYardsPerAttempt,favorite_OpponentPassingInterceptionPercentage,favorite_OpponentTimesSackedPercentage,favorite_PointDifferential,favorite_TurnoverDifferential,favorite_PenaltyYardDifferential,favorite_TimeOfPossession,underdog_Score,underdog_OffensiveYards,underdog_OffensiveYardsPerPlay,underdog_RushingYards,underdog_RushingYardsPerAttempt,underdog_PassingYards,underdog_PassingYardsPerAttempt,underdog_PassingInterceptionPercentage,underdog_TimesSackedPercentage,underdog_OpponentScore,underdog_OpponentOffensiveYards,underdog_OpponentOffensiveYardsPerPlay,underdog_OpponentRushingYards,underdog_OpponentRushingYardsPerAttempt,underdog_OpponentPassingYards,underdog_OpponentPassingYardsPerAttempt,underdog_OpponentPassingInterceptionPercentage,underdog_OpponentTimesSackedPercentage,underdog_PointDifferential,underdog_TurnoverDifferential,underdog_PenaltyYardDifferential,underdog_TimeOfPossession,did_cover
3,4,5,7,24,4,2,1,6,1,8,8,3,8,12,6,16,18,1,3,11,18,28,29,31,8,18,29,32,24,10,11,1,5,12,12,2,3,19,17,26,26,12,4,True
5,5,4,2,3,23,4,3,14,5,14,13,1,8,26,12,30,18,3,9,24,2,4,8,9,20,7,7,15,5,12,21,22,26,8,12,31,30,4,7,8,6,5,17,False
13,20,16,15,16,19,15,8,14,7,24,13,26,20,18,12,4,30,4,1,20,13,10,7,7,14,12,5,10,19,2,10,12,13,13,18,16,12,16,10,5,9,26,11,False
1,2,1,5,4,3,1,5,24,27,25,19,17,25,28,11,23,24,2,4,7,20,4,8,9,20,7,7,15,5,12,21,22,26,8,12,31,30,4,7,8,6,5,17,True
3,4,5,7,24,4,2,1,6,1,8,8,3,8,12,6,16,18,1,3,11,18,10,7,7,14,12,5,10,19,2,10,12,13,13,18,16,12,16,10,5,9,26,11,True
3,4,5,7,24,4,2,1,6,1,8,8,3,8,12,6,16,18,1,3,11,18,1,2,1,5,4,3,1,5,24,27,25,19,17,25,28,11,23,24,2,4,7,20,True
2,1,3,10,11,2,4,1,12,5,29,28,20,30,30,21,20,12,1,11,2,8,6,5,2,9,1,7,2,3,16,15,28,26,25,23,29,24,11,26,10,2,30,6,False
22,29,27,6,14,31,24,10,30,18,26,15,29,23,20,13,9,31,21,7,16,30,24,28,19,19,19,24,19,16,28,22,25,21,24,9,21,19,20,28,26,23,22,18,False
15,8,3,13,7,8,4,12,5,8,9,10,9,16,12,9,30,12,11,19,20,12,29,30,22,16,11,32,24,19,23,9,10,10,11,9,7,13,29,6,20,15,19,23,False
26,32,27,31,29,27,21,16,22,16,18,6,30,20,8,3,20,9,22,27,29,32,9,27,31,11,19,29,32,12,7,6,12,6,15,16,10,3,2,10,8,1,11,7,False
8,3,6,20,25,3,6,19,3,7,5,14,10,27,5,13,6,1,7,14,6,2,32,24,22,18,3,22,30,32,25,31,14,10,7,2,19,26,31,20,32,32,17,31,False
14,14,14,2,3,26,17,24,14,13,8,10,8,16,11,7,25,16,15,16,23,19,31,21,22,26,22,19,29,12,11,27,31,28,27,20,31,27,17,30,31,20,14,25,True
25,22,30,30,31,15,21,25,25,19,6,3,6,3,14,10,12,18,24,23,1,10,7,13,9,32,31,6,8,8,23,21,27,24,18,20,27,21,5,23,13,5,15,13,False
21,26,22,17,3,25,30,26,27,26,22,24,17,8,23,29,19,10,23,20,12,29,11,15,17,23,19,14,13,11,21,13,11,3,19,9,6,3,13,12,13,8,32,27,True
17,20,19,14,14,21,19,26,31,32,20,28,13,9,24,30,18,21,28,28,9,20,5,6,11,1,7,17,12,19,6,2,2,1,21,23,1,1,1,2,3,5,8,4,False
30,31,31,22,27,30,24,7,32,30,30,28,26,9,28,32,13,28,30,12,12,16,1,10,6,8,7,10,6,1,9,12,19,15,28,30,13,10,6,4,3,9,27,20,False
12,19,19,4,7,28,21,26,17,11,7,15,3,9,18,19,25,3,12,16,3,5,20,12,14,21,14,9,15,19,18,25,24,15,22,6,22,24,25,26,19,20,31,28,True
19,23,17,15,14,23,17,29,18,17,13,6,4,4,25,10,20,12,16,23,4,20,23,17,11,25,11,16,15,19,4,20,23,26,12,9,26,28,32,24,25,29,25,24,False
3,7,9,3,3,13,13,6,13,4,4,6,1,6,17,7,6,22,1,4,21,1,16,16,14,28,29,12,11,16,20,27,21,15,32,29,9,13,10,7,17,23,5,14,True
27,17,27,12,14,20,24,31,29,22,3,3,5,1,4,17,20,17,27,31,24,9,13,4,3,24,25,1,2,8,1,3,15,15,31,32,3,3,4,5,9,3,10,17,False
10,11,11,7,22,11,10,3,8,1,1,1,2,5,2,2,13,18,5,12,18,3,4,2,1,5,1,5,1,3,2,10,17,21,16,27,15,17,3,8,6,9,28,11,True
26,32,27,31,29,27,21,16,22,16,18,6,30,20,8,3,20,9,22,27,29,32,17,20,19,14,14,21,19,26,31,32,20,28,13,9,24,30,18,21,28,28,9,20,False
15,8,3,13,7,8,4,12,5,8,9,10,9,16,12,9,30,12,11,19,20,12,21,26,22,17,3,25,30,26,27,26,22,24,17,8,23,29,19,10,23,20,12,29,True
9,27,31,11,19,29,32,12,7,6,12,6,15,16,10,3,2,10,8,1,11,7,32,24,22,18,3,22,30,32,25,31,14,10,7,2,19,26,31,20,32,32,17,31,True
12,19,19,4,7,28,21,26,17,11,7,15,3,9,18,19,25,3,12,16,3,5,22,29,27,6,14,31,24,10,30,18,26,15,29,23,20,13,9,31,21,7,16,30,False
14,14,14,2,3,26,17,24,14,13,8,10,8,16,11,7,25,16,15,16,23,19,27,17,27,12,14,20,24,31,29,22,3,3,5,1,4,17,20,17,27,31,24,9,False
25,22,30,30,31,15,21,25,25,19,6,3,6,3,14,10,12,18,24,23,1,10,30,31,31,22,27,30,24,7,32,30,30,28,26,9,28,32,13,28,30,12,12,16,False
19,23,17,15,14,23,17,29,18,17,13,6,4,4,25,10,20,12,16,23,4,20,5,6,11,1,7,17,12,19,6,2,2,1,21,23,1,1,1,2,3,5,8,4,True
6,5,2,9,1,7,2,3,16,15,28,26,25,23,29,24,11,26,10,2,30,6,3,7,9,3,3,13,13,6,13,4,4,6,1,6,17,7,6,22,1,4,21,1,True
13,4,3,24,25,1,2,8,1,3,15,15,31,32,3,3,4,5,9,3,10,17,28,25,22,29,22,18,24,30,10,29,16,21,14,16,16,21,28,25,29,29,26,26,False
1,10,6,8,7,10,6,1,9,12,19,15,28,30,13,10,6,4,3,9,27,20,16,16,14,28,29,12,11,16,20,27,21,15,32,29,9,13,10,7,17,23,5,14,False
2,1,3,10,11,2,4,1,12,5,29,28,20,30,30,21,20,12,1,11,2,8,4,2,1,5,1,5,1,3,2,10,17,21,16,27,15,17,3,8,6,9,28,11,True
23,17,11,25,11,16,15,19,4,20,23,26,12,9,26,28,32,24,25,29,25,24,24,28,19,19,19,24,19,16,28,22,25,21,24,9,21,19,20,28,26,23,22,18,True
8,3,6,20,25,3,6,19,3,7,5,14,10,27,5,13,6,1,7,14,6,2,10,11,11,7,22,11,10,3,8,1,1,1,2,5,2,2,13,18,5,12,18,3,True
11,15,17,23,19,14,13,11,21,13,11,3,19,9,6,3,13,12,13,8,32,27,20,12,14,21,14,9,15,19,18,25,24,15,22,6,22,24,25,26,19,20,31,28,False
18,9,8,27,27,4,9,12,15,22,32,32,23,23,32,30,16,32,18,16,7,15,29,30,22,16,11,32,24,19,23,9,10,10,11,9,7,13,29,6,20,15,19,23,True
31,21,22,26,22,19,29,12,11,27,31,28,27,20,31,27,17,30,31,20,14,25,7,13,9,32,31,6,8,8,23,21,27,24,18,20,27,21,5,23,13,5,15,13,False
1,10,6,8,7,10,6,1,9,12,19,15,28,30,13,10,6,4,3,9,27,20,20,12,14,21,14,9,15,19,18,25,24,15,22,6,22,24,25,26,19,20,31,28,False
27,17,27,12,14,20,24,31,29,22,3,3,5,1,4,17,20,17,27,31,24,9,22,29,27,6,14,31,24,10,30,18,26,15,29,23,20,13,9,31,21,7,16,30,False
12,19,19,4,7,28,21,26,17,11,7,15,3,9,18,19,25,3,12,16,3,5,4,2,1,5,1,5,1,3,2,10,17,21,16,27,15,17,3,8,6,9,28,11,False
8,3,6,20,25,3,6,19,3,7,5,14,10,27,5,13,6,1,7,14,6,2,29,30,22,16,11,32,24,19,23,9,10,10,11,9,7,13,29,6,20,15,19,23,False
15,8,3,13,7,8,4,12,5,8,9,10,9,16,12,9,30,12,11,19,20,12,7,13,9,32,31,6,8,8,23,21,27,24,18,20,27,21,5,23,13,5,15,13,True
21,26,22,17,3,25,30,26,27,26,22,24,17,8,23,29,19,10,23,20,12,29,26,32,27,31,29,27,21,16,22,16,18,6,30,20,8,3,20,9,22,27,29,32,False
32,24,22,18,3,22,30,32,25,31,14,10,7,2,19,26,31,20,32,32,17,31,30,31,31,22,27,30,24,7,32,30,30,28,26,9,28,32,13,28,30,12,12,16,False
9,27,31,11,19,29,32,12,7,6,12,6,15,16,10,3,2,10,8,1,11,7,5,6,11,1,7,17,12,19,6,2,2,1,21,23,1,1,1,2,3,5,8,4,False
6,5,2,9,1,7,2,3,16,15,28,26,25,23,29,24,11,26,10,2,30,6,13,4,3,24,25,1,2,8,1,3,15,15,31,32,3,3,4,5,9,3,10,17,True
18,9,8,27,27,4,9,12,15,22,32,32,23,23,32,30,16,32,18,16,7,15,10,11,11,7,22,11,10,3,8,1,1,1,2,5,2,2,13,18,5,12,18,3,False
2,1,3,10,11,2,4,1,12,5,29,28,20,30,30,21,20,12,1,11,2,8,17,20,19,14,14,21,19,26,31,32,20,28,13,9,24,30,18,21,28,28,9,20,False
28,25,22,29,22,18,24,30,10,29,16,21,14,16,16,21,28,25,29,29,26,26,24,28,19,19,19,24,19,16,28,22,25,21,24,9,21,19,20,28,26,23,22,18,False
3,7,9,3,3,13,13,6,13,4,4,6,1,6,17,7,6,22,1,4,21,1,31,21,22,26,22,19,29,12,11,27,31,28,27,20,31,27,17,30,31,20,14,25,False
19,23,17,15,14,23,17,29,18,17,13,6,4,4,25,10,20,12,16,23,4,20,11,15,17,23,19,14,13,11,21,13,11,3,19,9,6,3,13,12,13,8,32,27,True
23,17,11,25,11,16,15,19,4,20,23,26,12,9,26,28,32,24,25,29,25,24,16,16,14,28,29,12,11,16,20,27,21,15,32,29,9,13,10,7,17,23,5,14,False
14,14,14,2,3,26,17,24,14,13,8,10,8,16,11,7,25,16,15,16,23,19,25,22,30,30,31,15,21,25,25,19,6,3,6,3,14,10,12,18,24,23,1,10,True
21,26,22,17,3,25,30,26,27,26,22,24,17,8,23,29,19,10,23,20,12,29,29,30,22,16,11,32,24,19,23,9,10,10,11,9,7,13,29,6,20,15,19,23,True
25,22,30,30,31,15,21,25,25,19,6,3,6,3,14,10,12,18,24,23,1,10,20,12,14,21,14,9,15,19,18,25,24,15,22,6,22,24,25,26,19,20,31,28,False
15,8,3,13,7,8,4,12,5,8,9,10,9,16,12,9,30,12,11,19,20,12,22,29,27,6,14,31,24,10,30,18,26,15,29,23,20,13,9,31,21,7,16,30,False
8,3,6,20,25,3,6,19,3,7,5,14,10,27,5,13,6,1,7,14,6,2,9,27,31,11,19,29,32,12,7,6,12,6,15,16,10,3,2,10,8,1,11,7,True
26,32,27,31,29,27,21,16,22,16,18,6,30,20,8,3,20,9,22,27,29,32,32,24,22,18,3,22,30,32,25,31,14,10,7,2,19,26,31,20,32,32,17,31,True
14,14,14,2,3,26,17,24,14,13,8,10,8,16,11,7,25,16,15,16,23,19,1,10,6,8,7,10,6,1,9,12,19,15,28,30,13,10,6,4,3,9,27,20,False
27,17,27,12,14,20,24,31,29,22,3,3,5,1,4,17,20,17,27,31,24,9,23,17,11,25,11,16,15,19,4,20,23,26,12,9,26,28,32,24,25,29,25,24,True
19,23,17,15,14,23,17,29,18,17,13,6,4,4,25,10,20,12,16,23,4,20,17,20,19,14,14,21,19,26,31,32,20,28,13,9,24,30,18,21,28,28,9,20,False
13,4,3,24,25,1,2,8,1,3,15,15,31,32,3,3,4,5,9,3,10,17,3,7,9,3,3,13,13,6,13,4,4,6,1,6,17,7,6,22,1,4,21,1,False
4,2,1,5,1,5,1,3,2,10,17,21,16,27,15,17,3,8,6,9,28,11,28,25,22,29,22,18,24,30,10,29,16,21,14,16,16,21,28,25,29,29,26,26,True
10,11,11,7,22,11,10,3,8,1,1,1,2,5,2,2,13,18,5,12,18,3,7,13,9,32,31,6,8,8,23,21,27,24,18,20,27,21,5,23,13,5,15,13,False
2,1,3,10,11,2,4,1,12,5,29,28,20,30,30,21,20,12,1,11,2,8,12,19,19,4,7,28,21,26,17,11,7,15,3,9,18,19,25,3,12,16,3,5,False
5,6,11,1,7,17,12,19,6,2,2,1,21,23,1,1,1,2,3,5,8,4,24,28,19,19,19,24,19,16,28,22,25,21,24,9,21,19,20,28,26,23,22,18,False
11,15,17,23,19,14,13,11,21,13,11,3,19,9,6,3,13,12,13,8,32,27,30,31,31,22,27,30,24,7,32,30,30,28,26,9,28,32,13,28,30,12,12,16,True
18,9,8,27,27,4,9,12,15,22,32,32,23,23,32,30,16,32,18,16,7,15,31,21,22,26,22,19,29,12,11,27,31,28,27,20,31,27,17,30,31,20,14,25,False
6,5,2,9,1,7,2,3,16,15,28,26,25,23,29,24,11,26,10,2,30,6,16,16,14,28,29,12,11,16,20,27,21,15,32,29,9,13,10,7,17,23,5,14,True
2,1,3,10,11,2,4,1,12,5,29,28,20,30,30,21,20,12,1,11,2,8,18,9,8,27,27,4,9,12,15,22,32,32,23,23,32,30,16,32,18,16,7,15,False
26,32,27,31,29,27,21,16,22,16,18,6,30,20,8,3,20,9,22,27,29,32,22,29,27,6,14,31,24,10,30,18,26,15,29,23,20,13,9,31,21,7,16,30,True
24,28,19,19,19,24,19,16,28,22,25,21,24,9,21,19,20,28,26,23,22,18,32,24,22,18,3,22,30,32,25,31,14,10,7,2,19,26,31,20,32,32,17,31,True
14,14,14,2,3,26,17,24,14,13,8,10,8,16,11,7,25,16,15,16,23,19,21,26,22,17,3,25,30,26,27,26,22,24,17,8,23,29,19,10,23,20,12,29,False
7,13,9,32,31,6,8,8,23,21,27,24,18,20,27,21,5,23,13,5,15,13,12,19,19,4,7,28,21,26,17,11,7,15,3,9,18,19,25,3,12,16,3,5,False
6,5,2,9,1,7,2,3,16,15,28,26,25,23,29,24,11,26,10,2,30,6,17,20,19,14,14,21,19,26,31,32,20,28,13,9,24,30,18,21,28,28,9,20,True
30,31,31,22,27,30,24,7,32,30,30,28,26,9,28,32,13,28,30,12,12,16,20,12,14,21,14,9,15,19,18,25,24,15,22,6,22,24,25,26,19,20,31,28,True
1,10,6,8,7,10,6,1,9,12,19,15,28,30,13,10,6,4,3,9,27,20,11,15,17,23,19,14,13,11,21,13,11,3,19,9,6,3,13,12,13,8,32,27,False
19,23,17,15,14,23,17,29,18,17,13,6,4,4,25,10,20,12,16,23,4,20,28,25,22,29,22,18,24,30,10,29,16,21,14,16,16,21,28,25,29,29,26,26,False
31,21,22,26,22,19,29,12,11,27,31,28,27,20,31,27,17,30,31,20,14,25,13,4,3,24,25,1,2,8,1,3,15,15,31,32,3,3,4,5,9,3,10,17,False
23,17,11,25,11,16,15,19,4,20,23,26,12,9,26,28,32,24,25,29,25,24,9,27,31,11,19,29,32,12,7,6,12,6,15,16,10,3,2,10,8,1,11,7,False
3,7,9,3,3,13,13,6,13,4,4,6,1,6,17,7,6,22,1,4,21,1,25,22,30,30,31,15,21,25,25,19,6,3,6,3,14,10,12,18,24,23,1,10,True
8,3,6,20,25,3,6,19,3,7,5,14,10,27,5,13,6,1,7,14,6,2,5,6,11,1,7,17,12,19,6,2,2,1,21,23,1,1,1,2,3,5,8,4,False
10,11,11,7,22,11,10,3,8,1,1,1,2,5,2,2,13,18,5,12,18,3,29,30,22,16,11,32,24,19,23,9,10,10,11,9,7,13,29,6,20,15,19,23,False
12,19,19,4,7,28,21,26,17,11,7,15,3,9,18,19,25,3,12,16,3,5,3,7,9,3,3,13,13,6,13,4,4,6,1,6,17,7,6,22,1,4,21,1,False
18,9,8,27,27,4,9,12,15,22,32,32,23,23,32,30,16,32,18,16,7,15,25,22,30,30,31,15,21,25,25,19,6,3,6,3,14,10,12,18,24,23,1,10,False
15,8,3,13,7,8,4,12,5,8,9,10,9,16,12,9,30,12,11,19,20,12,28,25,22,29,22,18,24,30,10,29,16,21,14,16,16,21,28,25,29,29,26,26,False
9,27,31,11,19,29,32,12,7,6,12,6,15,16,10,3,2,10,8,1,11,7,29,30,22,16,11,32,24,19,23,9,10,10,11,9,7,13,29,6,20,15,19,23,False
27,17,27,12,14,20,24,31,29,22,3,3,5,1,4,17,20,17,27,31,24,9,31,21,22,26,22,19,29,12,11,27,31,28,27,20,31,27,17,30,31,20,14,25,False
17,20,19,14,14,21,19,26,31,32,20,28,13,9,24,30,18,21,28,28,9,20,32,24,22,18,3,22,30,32,25,31,14,10,7,2,19,26,31,20,32,32,17,31,True
5,6,11,1,7,17,12,19,6,2,2,1,21,23,1,1,1,2,3,5,8,4,1,10,6,8,7,10,6,1,9,12,19,15,28,30,13,10,6,4,3,9,27,20,False
6,5,2,9,1,7,2,3,16,15,28,26,25,23,29,24,11,26,10,2,30,6,8,3,6,20,25,3,6,19,3,7,5,14,10,27,5,13,6,1,7,14,6,2,False
21,26,22,17,3,25,30,26,27,26,22,24,17,8,23,29,19,10,23,20,12,29,10,11,11,7,22,11,10,3,8,1,1,1,2,5,2,2,13,18,5,12,18,3,False
4,2,1,5,1,5,1,3,2,10,17,21,16,27,15,17,3,8,6,9,28,11,7,13,9,32,31,6,8,8,23,21,27,24,18,20,27,21,5,23,13,5,15,13,True
2,1,3,10,11,2,4,1,12,5,29,28,20,30,30,21,20,12,1,11,2,8,24,28,19,19,19,24,19,16,28,22,25,21,24,9,21,19,20,28,26,23,22,18,False
23,17,11,25,11,16,15,19,4,20,23,26,12,9,26,28,32,24,25,29,25,24,13,4,3,24,25,1,2,8,1,3,15,15,31,32,3,3,4,5,9,3,10,17,False
16,16,14,28,29,12,11,16,20,27,21,15,32,29,9,13,10,7,17,23,5,14,20,12,14,21,14,9,15,19,18,25,24,15,22,6,22,24,25,26,19,20,31,28,False
19,23,17,15,14,23,17,29,18,17,13,6,4,4,25,10,20,12,16,23,4,20,30,31,31,22,27,30,24,7,32,30,30,28,26,9,28,32,13,28,30,12,12,16,True
6,5,2,9,1,7,2,3,16,15,28,26,25,23,29,24,11,26,10,2,30,6,23,17,11,25,11,16,15,19,4,20,23,26,12,9,26,28,32,24,25,29,25,24,False
22,29,27,6,14,31,24,10,30,18,26,15,29,23,20,13,9,31,21,7,16,30,18,9,8,27,27,4,9,12,15,22,32,32,23,23,32,30,16,32,18,16,7,15,False
12,19,19,4,7,28,21,26,17,11,7,15,3,9,18,19,25,3,12,16,3,5,29,30,22,16,11,32,24,19,23,9,10,10,11,9,7,13,29,6,20,15,19,23,False
19,23,17,15,14,23,17,29,18,17,13,6,4,4,25,10,20,12,16,23,4,20,32,24,22,18,3,22,30,32,25,31,14,10,7,2,19,26,31,20,32,32,17,31,False
4,2,1,5,1,5,1,3,2,10,17,21,16,27,15,17,3,8,6,9,28,11,21,26,22,17,3,25,30,26,27,26,22,24,17,8,23,29,19,10,23,20,12,29,True
5,6,11,1,7,17,12,19,6,2,2,1,21,23,1,1,1,2,3,5,8,4,30,31,31,22,27,30,24,7,32,30,30,28,26,9,28,32,13,28,30,12,12,16,True
27,17,27,12,14,20,24,31,29,22,3,3,5,1,4,17,20,17,27,31,24,9,13,4,3,24,25,1,2,8,1,3,15,15,31,32,3,3,4,5,9,3,10,17,False
1,10,6,8,7,10,6,1,9,12,19,15,28,30,13,10,6,4,3,9,27,20,25,22,30,30,31,15,21,25,25,19,6,3,6,3,14,10,12,18,24,23,1,10,True
28,25,22,29,22,18,24,30,10,29,16,21,14,16,16,21,28,25,29,29,26,26,24,28,19,19,19,24,19,16,28,22,25,21,24,9,21,19,20,28,26,23,22,18,False
10,11,11,7,22,11,10,3,8,1,1,1,2,5,2,2,13,18,5,12,18,3,9,27,31,11,19,29,32,12,7,6,12,6,15,16,10,3,2,10,8,1,11,7,True
2,1,3,10,11,2,4,1,12,5,29,28,20,30,30,21,20,12,1,11,2,8,15,8,3,13,7,8,4,12,5,8,9,10,9,16,12,9,30,12,11,19,20,12,True
11,15,17,23,19,14,13,11,21,13,11,3,19,9,6,3,13,12,13,8,32,27,31,21,22,26,22,19,29,12,11,27,31,28,27,20,31,27,17,30,31,20,14,25,True
8,3,6,20,25,3,6,19,3,7,5,14,10,27,5,13,6,1,7,14,6,2,26,32,27,31,29,27,21,16,22,16,18,6,30,20,8,3,20,9,22,27,29,32,True
14,14,14,2,3,26,17,24,14,13,8,10,8,16,11,7,25,16,15,16,23,19,20,12,14,21,14,9,15,19,18,25,24,15,22,6,22,24,25,26,19,20,31,28,True
3,7,9,3,3,13,13,6,13,4,4,6,1,6,17,7,6,22,1,4,21,1,16,16,14,28,29,12,11,16,20,27,21,15,32,29,9,13,10,7,17,23,5,14,True
9,27,31,11,19,29,32,12,7,6,12,6,15,16,10,3,2,10,8,1,11,7,28,25,22,29,22,18,24,30,10,29,16,21,14,16,16,21,28,25,29,29,26,26,True
22,29,27,6,14,31,24,10,30,18,26,15,29,23,20,13,9,31,21,7,16,30,23,17,11,25,11,16,15,19,4,20,23,26,12,9,26,28,32,24,25,29,25,24,True
26,32,27,31,29,27,21,16,22,16,18,6,30,20,8,3,20,9,22,27,29,32,30,31,31,22,27,30,24,7,32,30,30,28,26,9,28,32,13,28,30,12,12,16,False
10,11,11,7,22,11,10,3,8,1,1,1,2,5,2,2,13,18,5,12,18,3,32,24,22,18,3,22,30,32,25,31,14,10,7,2,19,26,31,20,32,32,17,31,True
8,3,6,20,25,3,6,19,3,7,5,14,10,27,5,13,6,1,7,14,6,2,7,13,9,32,31,6,8,8,23,21,27,24,18,20,27,21,5,23,13,5,15,13,True
2,1,3,10,11,2,4,1,12,5,29,28,20,30,30,21,20,12,1,11,2,8,13,4,3,24,25,1,2,8,1,3,15,15,31,32,3,3,4,5,9,3,10,17,True
4,2,1,5,1,5,1,3,2,10,17,21,16,27,15,17,3,8,6,9,28,11,29,30,22,16,11,32,24,19,23,9,10,10,11,9,7,13,29,6,20,15,19,23,False
15,8,3,13,7,8,4,12,5,8,9,10,9,16,12,9,30,12,11,19,20,12,24,28,19,19,19,24,19,16,28,22,25,21,24,9,21,19,20,28,26,23,22,18,True
3,7,9,3,3,13,13,6,13,4,4,6,1,6,17,7,6,22,1,4,21,1,20,12,14,21,14,9,15,19,18,25,24,15,22,6,22,24,25,26,19,20,31,28,True
11,15,17,23,19,14,13,11,21,13,11,3,19,9,6,3,13,12,13,8,32,27,17,20,19,14,14,21,19,26,31,32,20,28,13,9,24,30,18,21,28,28,9,20,False
18,9,8,27,27,4,9,12,15,22,32,32,23,23,32,30,16,32,18,16,7,15,12,19,19,4,7,28,21,26,17,11,7,15,3,9,18,19,25,3,12,16,3,5,False
14,14,14,2,3,26,17,24,14,13,8,10,8,16,11,7,25,16,15,16,23,19,16,16,14,28,29,12,11,16,20,27,21,15,32,29,9,13,10,7,17,23,5,14,True
6,5,2,9,1,7,2,3,16,15,28,26,25,23,29,24,11,26,10,2,30,6,27,17,27,12,14,20,24,31,29,22,3,3,5,1,4,17,20,17,27,31,24,9,True
22,29,27,6,14,31,24,10,30,18,26,15,29,23,20,13,9,31,21,7,16,30,24,28,19,19,19,24,19,16,28,22,25,21,24,9,21,19,20,28,26,23,22,18,False
15,8,3,13,7,8,4,12,5,8,9,10,9,16,12,9,30,12,11,19,20,12,12,19,19,4,7,28,21,26,17,11,7,15,3,9,18,19,25,3,12,16,3,5,False
14,14,14,2,3,26,17,24,14,13,8,10,8,16,11,7,25,16,15,16,23,19,6,5,2,9,1,7,2,3,16,15,28,26,25,23,29,24,11,26,10,2,30,6,True
17,20,19,14,14,21,19,26,31,32,20,28,13,9,24,30,18,21,28,28,9,20,30,31,31,22,27,30,24,7,32,30,30,28,26,9,28,32,13,28,30,12,12,16,False
5,6,11,1,7,17,12,19,6,2,2,1,21,23,1,1,1,2,3,5,8,4,26,32,27,31,29,27,21,16,22,16,18,6,30,20,8,3,20,9,22,27,29,32,True
23,17,11,25,11,16,15,19,4,20,23,26,12,9,26,28,32,24,25,29,25,24,28,25,22,29,22,18,24,30,10,29,16,21,14,16,16,21,28,25,29,29,26,26,False
4,2,1,5,1,5,1,3,2,10,17,21,16,27,15,17,3,8,6,9,28,11,18,9,8,27,27,4,9,12,15,22,32,32,23,23,32,30,16,32,18,16,7,15,True
1,10,6,8,7,10,6,1,9,12,19,15,28,30,13,10,6,4,3,9,27,20,31,21,22,26,22,19,29,12,11,27,31,28,27,20,31,27,17,30,31,20,14,25,True
3,7,9,3,3,13,13,6,13,4,4,6,1,6,17,7,6,22,1,4,21,1,27,17,27,12,14,20,24,31,29,22,3,3,5,1,4,17,20,17,27,31,24,9,True
25,22,30,30,31,15,21,25,25,19,6,3,6,3,14,10,12,18,24,23,1,10,20,12,14,21,14,9,15,19,18,25,24,15,22,6,22,24,25,26,19,20,31,28,True
11,15,17,23,19,14,13,11,21,13,11,3,19,9,6,3,13,12,13,8,32,27,16,16,14,28,29,12,11,16,20,27,21,15,32,29,9,13,10,7,17,23,5,14,False
19,23,17,15,14,23,17,29,18,17,13,6,4,4,25,10,20,12,16,23,4,20,9,27,31,11,19,29,32,12,7,6,12,6,15,16,10,3,2,10,8,1,11,7,False
7,13,9,32,31,6,8,8,23,21,27,24,18,20,27,21,5,23,13,5,15,13,21,26,22,17,3,25,30,26,27,26,22,24,17,8,23,29,19,10,23,20,12,29,True
11,15,17,23,19,14,13,11,21,13,11,3,19,9,6,3,13,12,13,8,32,27,25,22,30,30,31,15,21,25,25,19,6,3,6,3,14,10,12,18,24,23,1,10,False
15,8,3,13,7,8,4,12,5,8,9,10,9,16,12,9,30,12,11,19,20,12,14,14,14,2,3,26,17,24,14,13,8,10,8,16,11,7,25,16,15,16,23,19,True
4,2,1,5,1,5,1,3,2,10,17,21,16,27,15,17,3,8,6,9,28,11,22,29,27,6,14,31,24,10,30,18,26,15,29,23,20,13,9,31,21,7,16,30,True
29,30,22,16,11,32,24,19,23,9,10,10,11,9,7,13,29,6,20,15,19,23,21,26,22,17,3,25,30,26,27,26,22,24,17,8,23,29,19,10,23,20,12,29,False
2,1,3,10,11,2,4,1,12,5,29,28,20,30,30,21,20,12,1,11,2,8,27,17,27,12,14,20,24,31,29,22,3,3,5,1,4,17,20,17,27,31,24,9,True
7,13,9,32,31,6,8,8,23,21,27,24,18,20,27,21,5,23,13,5,15,13,32,24,22,18,3,22,30,32,25,31,14,10,7,2,19,26,31,20,32,32,17,31,True
8,3,6,20,25,3,6,19,3,7,5,14,10,27,5,13,6,1,7,14,6,2,30,31,31,22,27,30,24,7,32,30,30,28,26,9,28,32,13,28,30,12,12,16,False
5,6,11,1,7,17,12,19,6,2,2,1,21,23,1,1,1,2,3,5,8,4,13,4,3,24,25,1,2,8,1,3,15,15,31,32,3,3,4,5,9,3,10,17,False
1,10,6,8,7,10,6,1,9,12,19,15,28,30,13,10,6,4,3,9,27,20,17,20,19,14,14,21,19,26,31,32,20,28,13,9,24,30,18,21,28,28,9,20,True
31,21,22,26,22,19,29,12,11,27,31,28,27,20,31,27,17,30,31,20,14,25,20,12,14,21,14,9,15,19,18,25,24,15,22,6,22,24,25,26,19,20,31,28,False
