schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,,,,,
10/14/2012,2012,6,FALSE,ARI,16,19,BUF,ARI,-5,44,University,of,Phoenix,Stadium,FALSE,72,0,DOME,,,
10/14/2012,2012,6,FALSE,ATL,23,20,LVR,ATL,-10,49,Georgia,Dome,FALSE,72,0,DOME,,,,,
10/14/2012,2012,6,FALSE,BAL,31,29,DAL,BAL,-3,45,M&T,Bank,Stadium,FALSE,80,8,45,,,,
10/14/2012,2012,6,FALSE,CLE,34,24,CIN,CIN,-2,42,FirstEnergy,Stadium,FALSE,75,18,65,,,,,
10/14/2012,2012,6,FALSE,HOU,24,42,GB,HOU,-4,46.5,Reliant,Stadium,FALSE,81,7,DOME,(Open,Roof),,,
10/14/2012,2012,6,FALSE,MIA,17,14,LAR,MIA,-5,38,Sun,Life,Stadium,FALSE,85,2,72,,,,
10/14/2012,2012,6,FALSE,NYJ,35,9,IND,NYJ,-3,44,MetLife,Stadium,FALSE,70,11,,,,,,
10/14/2012,2012,6,FALSE,PHI,23,26,DET,PHI,-3.5,47.5,Lincoln,Financial,Field,FALSE,73,14,58,,,,
10/14/2012,2012,6,FALSE,SF,3,26,NYG,SF,-7,46.5,Candlestick,Park,FALSE,77,7,,,,,,
10/14/2012,2012,6,FALSE,SEA,24,23,NE,NE,-4,42.5,CenturyLink,Field,FALSE,63,9,80,Rain,,,,
10/14/2012,2012,6,FALSE,TB,38,10,KC,TB,-5,39.5,Raymond,James,Stadium,FALSE,88,9,55,,,,
10/14/2012,2012,6,FALSE,WAS,38,26,MIN,MIN,-2,44,FedEx,Field,FALSE,74,12,40,,,,,
10/15/2012,2012,6,FALSE,LAC,24,35,DEN,PICK,0,47.5,Qualcomm,Stadium,FALSE,78,7,50,,,,,
10/18/2012,2012,7,FALSE,SF,13,6,SEA,SF,-7.5,37.5,Candlestick,Park,FALSE,80,6,30,,,,,
10/21/2012,2012,7,FALSE,BUF,34,35,TEN,BUF,-4.5,46.5,Ralph,Wilson,Stadium,FALSE,55,14,75,,,,
10/21/2012,2012,7,FALSE,CAR,14,19,DAL,DAL,-2.5,45,Bank,of,America,Stadium,FALSE,67,8,43,,,
10/21/2012,2012,7,FALSE,CIN,17,24,PIT,CIN,-1,45.5,Paul,Brown,Stadium,FALSE,55,1,76,,,,
10/21/2012,2012,7,FALSE,HOU,43,13,BAL,HOU,-6.5,47.5,Reliant,Stadium,FALSE,84,11,DOME,(Open,Roof),,,
10/21/2012,2012,7,FALSE,IND,17,13,CLE,IND,-1,46.5,Lucas,Oil,Stadium,FALSE,72,0,DOME,,,,
10/21/2012,2012,7,FALSE,MIN,21,14,ARI,MIN,-6.5,39.5,Mall,of,America,Field,FALSE,72,0,DOME,,,
10/21/2012,2012,7,FALSE,NE,29,26,NYJ,NE,-10.5,47,Gillette,Stadium,FALSE,62,5,39,,,,,
10/21/2012,2012,7,FALSE,NYG,27,23,WAS,NYG,-6.5,51.5,MetLife,Stadium,FALSE,67,15,44,,,,,
10/21/2012,2012,7,FALSE,LVR,26,23,JAX,LVR,-6,44,LVRland,Coliseum,FALSE,63,11,49,,,,,
10/21/2012,2012,7,FALSE,LAR,20,30,GB,GB,-5,45,Edward,Jones,Dome,FALSE,72,0,DOME,,,,
10/21/2012,2012,7,FALSE,TB,28,35,NO,NO,-1.5,49.5,Raymond,James,Stadium,FALSE,81,8,36,,,,
10/22/2012,2012,7,FALSE,CHI,13,7,DET,CHI,-6.5,47,Soldier,Field,FALSE,66,9,89,,,,,
10/25/2012,2012,8,FALSE,MIN,17,36,TB,MIN,-5.5,43,Mall,of,America,Field,FALSE,72,0,DOME,,,
10/28/2012,2012,8,FALSE,CHI,23,22,CAR,CHI,-7.5,41.5,Soldier,Field,FALSE,49,18,51,,,,,
10/28/2012,2012,8,FALSE,CLE,7,6,LAC,LAC,-3,41,FirstEnergy,Stadium,FALSE,45,18,89,Rain,|,Fog,,
10/28/2012,2012,8,FALSE,DAL,24,29,NYG,NYG,-2.5,48,Cowboys,Stadium,FALSE,63,7,,,,,,
10/28/2012,2012,8,FALSE,DEN,34,14,NO,DEN,-6.5,55,Sports,Authority,Field,at,Mile,High,FALSE,59,5,30,
10/28/2012,2012,8,FALSE,DET,28,24,SEA,DET,-3,42.5,Ford,Field,FALSE,72,0,DOME,,,,,
10/28/2012,2012,8,FALSE,GB,24,15,JAX,GB,-16,45.5,Lambeau,Field,FALSE,45,7,47,,,,,
10/28/2012,2012,8,FALSE,KC,16,26,LVR,KC,-1,42.5,Arrowhead,Stadium,FALSE,51,3,40,,,,,
10/28/2012,2012,8,FALSE,NYJ,9,30,MIA,NYJ,-1,39,MetLife,Stadium,FALSE,59,8,,,,,,
10/28/2012,2012,8,FALSE,PHI,17,30,ATL,PHI,-3,43,Lincoln,Financial,Field,FALSE,58,13,75,Rain,,,
10/28/2012,2012,8,FALSE,PIT,27,12,WAS,PIT,-4.5,44,Heinz,Field,FALSE,45,8,88,Rain,|,Fog,,
10/28/2012,2012,8,FALSE,LAR,7,45,NE,NE,-7,46,Wembley,Stadium,TRUE,49,9,Rain,,,,,
10/28/2012,2012,8,FALSE,TEN,13,19,IND,TEN,-3,47,Nissan,Stadium,FALSE,57,12,49,,,,,
10/29/2012,2012,8,FALSE,ARI,3,24,SF,SF,-7,38.5,University,of,Phoenix,Stadium,FALSE,72,0,DOME,,,
11/1/2012,2012,9,FALSE,LAC,31,13,KC,LAC,-7,41,Qualcomm,Stadium,FALSE,63,3,74,,,,,
11/4/2012,2012,9,FALSE,ATL,19,13,DAL,ATL,-4.5,47.5,Georgia,Dome,FALSE,72,0,DOME,,,,,
11/4/2012,2012,9,FALSE,CIN,23,31,DEN,DEN,-5.5,47.5,Paul,Brown,Stadium,FALSE,48,3,59,,,,
11/4/2012,2012,9,FALSE,CLE,15,25,BAL,BAL,-3.5,44,FirstEnergy,Stadium,FALSE,41,8,69,,,,,
11/4/2012,2012,9,FALSE,GB,31,17,ARI,GB,-10.5,43.5,Lambeau,Field,FALSE,39,7,57,,,,,
11/4/2012,2012,9,FALSE,HOU,21,9,BUF,HOU,-11.5,48,Reliant,Stadium,FALSE,79,6,DOME,(Open,Roof),,,
11/4/2012,2012,9,FALSE,IND,23,20,MIA,MIA,-2,43.5,Lucas,Oil,Stadium,FALSE,72,0,DOME,,,,
11/4/2012,2012,9,FALSE,JAX,14,31,DET,DET,-6,44,EverBank,Field,FALSE,81,9,,,,,,
11/4/2012,2012,9,FALSE,NYG,20,24,PIT,NYG,-3.5,47.5,MetLife,Stadium,FALSE,45,9,58,,,,,
11/4/2012,2012,9,FALSE,LVR,32,42,TB,LVR,-1,47.5,LVRland,Coliseum,FALSE,73,7,55,,,,,
11/4/2012,2012,9,FALSE,SEA,30,20,MIN,SEA,-4,38.5,CenturyLink,Field,FALSE,61,5,89,,,,,
11/4/2012,2012,9,FALSE,TEN,20,51,CHI,CHI,-5,43.5,Nissan,Stadium,FALSE,51,6,63,,,,,
11/4/2012,2012,9,FALSE,WAS,13,21,CAR,WAS,-3,48.5,FedEx,Field,FALSE,50,3,44,,,,,
11/5/2012,2012,9,FALSE,NO,28,13,PHI,NO,-3,52,Louisiana,Superdome,FALSE,72,0,DOME,,,,,
11/8/2012,2012,10,FALSE,JAX,10,27,IND,IND,-3.5,43.5,EverBank,Field,FALSE,47,0,,,,,,
11/11/2012,2012,10,FALSE,BAL,55,20,LVR,BAL,-7.5,47.5,M&T,Bank,Stadium,FALSE,69,6,56,,,,
11/11/2012,2012,10,FALSE,CAR,14,36,DEN,DEN,-4,47,Bank,of,America,Stadium,FALSE,71,7,,,,
11/11/2012,2012,10,FALSE,CHI,6,13,HOU,CHI,-1,40,Soldier,Field,FALSE,54,8,90,Fog,,,,
11/11/2012,2012,10,FALSE,CIN,31,13,NYG,NYG,-4.5,47.5,Paul,Brown,Stadium,FALSE,69,14,30,,,,
11/11/2012,2012,10,FALSE,MIA,3,37,TEN,MIA,-7,44,Sun,Life,Stadium,FALSE,79,2,52,,,,
11/11/2012,2012,10,FALSE,MIN,34,24,DET,DET,-3,45.5,Mall,of,America,Field,FALSE,72,0,DOME,,,
11/11/2012,2012,10,FALSE,NE,37,31,BUF,NE,-13.5,54,Gillette,Stadium,FALSE,64,8,55,,,,,
11/11/2012,2012,10,FALSE,NO,31,27,ATL,ATL,-1.5,54,Louisiana,Superdome,FALSE,72,0,DOME,,,,,
11/11/2012,2012,10,FALSE,PHI,23,38,DAL,DAL,-2.5,44.5,Lincoln,Financial,Field,FALSE,63,7,45,,,,
11/11/2012,2012,10,FALSE,SF,24,24,LAR,SF,-13,38,Candlestick,Park,FALSE,60,5,59,,,,,
11/11/2012,2012,10,FALSE,SEA,28,7,NYJ,SEA,-5.5,38.5,CenturyLink,Field,FALSE,48,2,66,,,,,
11/11/2012,2012,10,FALSE,TB,34,24,LAC,TB,-3,47,Raymond,James,Stadium,FALSE,80,6,51,,,,
11/12/2012,2012,10,FALSE,PIT,16,13,KC,PIT,-13,40,Heinz,Field,FALSE,45,11,84,Rain,|,Fog,,
11/15/2012,2012,11,FALSE,BUF,19,14,MIA,BUF,-2.5,46,Ralph,Wilson,Stadium,FALSE,36,5,73,,,,
11/18/2012,2012,11,FALSE,ATL,23,19,ARI,ATL,-9.5,44,Georgia,Dome,FALSE,72,0,DOME,,,,,
11/18/2012,2012,11,FALSE,CAR,21,27,TB,TB,-1.5,47,Bank,of,America,Stadium,FALSE,55,9,15,,,
11/18/2012,2012,11,FALSE,DAL,23,20,CLE,DAL,-7,43.5,Cowboys,Stadium,FALSE,63,5,,,,,,
11/18/2012,2012,11,FALSE,DEN,30,23,LAC,DEN,-7.5,48,Sports,Authority,Field,at,Mile,High,FALSE,63,3,22,
11/18/2012,2012,11,FALSE,DET,20,24,GB,GB,-3,53.5,Ford,Field,FALSE,72,0,DOME,,,,,
11/18/2012,2012,11,FALSE,HOU,43,37,JAX,HOU,-15.5,40.5,Reliant,Stadium,FALSE,70,7,DOME,(Open,Roof),,,
11/18/2012,2012,11,FALSE,KC,6,28,CIN,CIN,-3,42.5,Arrowhead,Stadium,FALSE,60,12,37,,,,,
11/18/2012,2012,11,FALSE,NE,59,24,IND,NE,-10,55,Gillette,Stadium,FALSE,42,1,62,,,,,
11/18/2012,2012,11,FALSE,LVR,17,38,NO,NO,-6.5,56,LVRland,Coliseum,FALSE,62,3,62,,,,,
11/18/2012,2012,11,FALSE,PIT,10,13,BAL,BAL,-3,40.5,Heinz,Field,FALSE,46,6,52,,,,,
11/18/2012,2012,11,FALSE,LAR,13,27,NYJ,LAR,-3.5,38.5,Edward,Jones,Dome,FALSE,72,0,DOME,,,,
11/18/2012,2012,11,FALSE,WAS,31,6,PHI,WAS,-3.5,46,FedEx,Field,FALSE,52,9,55,,,,,
11/19/2012,2012,11,FALSE,SF,32,7,CHI,SF,-5,35,Candlestick,Park,FALSE,64,2,52,,,,,
11/22/2012,2012,12,FALSE,DAL,31,38,WAS,DAL,-3.5,47.5,Cowboys,Stadium,FALSE,75,14,,,,,,
11/22/2012,2012,12,FALSE,DET,31,34,HOU,HOU,-4,49,Ford,Field,FALSE,72,0,DOME,,,,,
11/22/2012,2012,12,FALSE,NYJ,19,49,NE,NE,-7,48.5,MetLife,Stadium,FALSE,46,2,72,,,,,
11/25/2012,2012,12,FALSE,ARI,17,31,LAR,ARI,-1,36.5,University,of,Phoenix,Stadium,FALSE,72,0,DOME,,,
11/25/2012,2012,12,FALSE,CHI,28,10,MIN,CHI,-6.5,39,Soldier,Field,FALSE,41,5,26,,,,,
11/25/2012,2012,12,FALSE,CIN,34,10,LVR,CIN,-8,51,Paul,Brown,Stadium,FALSE,45,9,47,,,,
11/25/2012,2012,12,FALSE,CLE,20,14,PIT,PIT,-2,33.5,FirstEnergy,Stadium,FALSE,38,12,65,,,,,
11/25/2012,2012,12,FALSE,IND,20,13,BUF,IND,-3,51.5,Lucas,Oil,Stadium,FALSE,72,0,DOME,,,,
11/25/2012,2012,12,FALSE,JAX,24,19,TEN,TEN,-3.5,45,EverBank,Field,FALSE,63,0,,,,,,
11/25/2012,2012,12,FALSE,KC,9,17,DEN,DEN,-10.5,42.5,Arrowhead,Stadium,FALSE,54,5,38,,,,,
11/25/2012,2012,12,FALSE,MIA,24,21,SEA,SEA,-3,38,Sun,Life,Stadium,FALSE,74,6,51,,,,
11/25/2012,2012,12,FALSE,NO,21,31,SF,SF,-1.5,50,Louisiana,Superdome,FALSE,72,0,DOME,,,,,
11/25/2012,2012,12,FALSE,NYG,38,10,GB,NYG,-2.5,51.5,MetLife,Stadium,FALSE,37,11,60,,,,,
11/25/2012,2012,12,FALSE,LAC,13,16,BAL,BAL,-1,47,Qualcomm,Stadium,FALSE,62,4,82,Fog,,,,
11/25/2012,2012,12,FALSE,TB,23,24,ATL,ATL,-1.5,51.5,Raymond,James,Stadium,FALSE,65,7,30,,,,
11/26/2012,2012,12,FALSE,PHI,22,30,CAR,CAR,-3,42,Lincoln,Financial,Field,FALSE,37,2,42,,,,
11/29/2012,2012,13,FALSE,ATL,23,13,NO,ATL,-3.5,55,Georgia,Dome,FALSE,72,0,DOME,,,,,
12/2/2012,2012,13,FALSE,BAL,20,23,PIT,BAL,-7.5,36.5,M&T,Bank,Stadium,FALSE,57,9,62,,,,
12/2/2012,2012,13,FALSE,BUF,34,18,JAX,BUF,-6,42,Ralph,Wilson,Stadium,FALSE,52,13,87,Rain,|,Fog,
12/2/2012,2012,13,FALSE,CHI,17,23,SEA,CHI,-3.5,37,Soldier,Field,FALSE,61,4,76,,,,,
12/2/2012,2012,13,FALSE,DAL,38,33,PHI,DAL,-10.5,44,Cowboys,Stadium,FALSE,77,8,,,,,,
12/2/2012,2012,13,FALSE,DEN,31,23,TB,DEN,-7.5,50,Sports,Authority,Field,at,Mile,High,FALSE,64,4,16,
12/2/2012,2012,13,FALSE,DET,33,35,IND,DET,-7,51,Ford,Field,FALSE,72,0,DOME,,,,,
12/2/2012,2012,13,FALSE,GB,23,14,MIN,GB,-7.5,47,Lambeau,Field,FALSE,45,8,79,,,,,
12/2/2012,2012,13,FALSE,KC,27,21,CAR,CAR,-6,41,Arrowhead,Stadium,FALSE,61,0,60,,,,,
12/2/2012,2012,13,FALSE,MIA,16,23,NE,NE,-9,51.5,Sun,Life,Stadium,FALSE,78,13,66,,,,
12/2/2012,2012,13,FALSE,NYJ,7,6,ARI,NYJ,-6,36.5,MetLife,Stadium,FALSE,46,4,Fog,,,,,
12/2/2012,2012,13,FALSE,LVR,17,20,CLE,CLE,-2.5,39.5,LVRland,Coliseum,FALSE,62,2,84,,,,,
12/2/2012,2012,13,FALSE,LAC,13,20,CIN,CIN,-2.5,46,Qualcomm,Stadium,FALSE,66,4,65,Fog,,,,
12/2/2012,2012,13,FALSE,LAR,16,13,SF,SF,-8,41,Edward,Jones,Dome,FALSE,72,0,DOME,,,,
12/2/2012,2012,13,FALSE,TEN,10,24,HOU,HOU,-7,47,Nissan,Stadium,FALSE,71,12,60,,,,,
12/3/2012,2012,13,FALSE,WAS,17,16,NYG,NYG,-3,50,FedEx,Field,FALSE,60,1,98,,,,,
12/6/2012,2012,14,FALSE,LVR,13,26,DEN,DEN,-10.5,47,LVRland,Coliseum,FALSE,57,7,73,,,,,
12/9/2012,2012,14,FALSE,BUF,12,15,LAR,BUF,-3,42.5,Ralph,Wilson,Stadium,FALSE,37,11,74,,,,
12/9/2012,2012,14,FALSE,CAR,30,20,ATL,ATL,-3.5,47,Bank,of,America,Stadium,FALSE,70,5,50,Fog,,
12/9/2012,2012,14,FALSE,CIN,19,20,DAL,CIN,-3.5,46,Paul,Brown,Stadium,FALSE,54,6,96,,,,
12/9/2012,2012,14,FALSE,CLE,30,7,KC,CLE,-7,38,FirstEnergy,Stadium,FALSE,44,5,70,,,,,
12/9/2012,2012,14,FALSE,GB,27,20,DET,GB,-6.5,49,Lambeau,Field,FALSE,33,9,92,Snow,|,Fog,,
12/9/2012,2012,14,FALSE,IND,27,23,TEN,IND,-4,47,Lucas,Oil,Stadium,FALSE,72,0,DOME,,,,
12/9/2012,2012,14,FALSE,JAX,10,17,NYJ,NYJ,-3,39,EverBank,Field,FALSE,69,5,Fog,,,,,
12/9/2012,2012,14,FALSE,MIN,21,14,CHI,CHI,-1.5,40.5,Mall,of,America,Field,FALSE,72,0,DOME,,,
12/9/2012,2012,14,FALSE,NYG,52,27,NO,NYG,-4.5,51.5,MetLife,Stadium,FALSE,43,3,88,Rain,,,,
12/9/2012,2012,14,FALSE,PIT,24,34,LAC,PIT,-7.5,38,Heinz,Field,FALSE,51,6,80,,,,,
12/9/2012,2012,14,FALSE,SF,27,13,MIA,SF,-10.5,38.5,Candlestick,Park,FALSE,64,3,44,,,,,
12/9/2012,2012,14,FALSE,SEA,58,0,ARI,SEA,-10,36,CenturyLink,Field,FALSE,48,8,82,Rain,|,Fog,,
12/9/2012,2012,14,FALSE,TB,21,23,PHI,TB,-7,48,Raymond,James,Stadium,FALSE,73,1,92,,,,
12/9/2012,2012,14,FALSE,WAS,31,28,BAL,WAS,-1.5,48,FedEx,Field,FALSE,51,8,95,,,,,
12/10/2012,2012,14,FALSE,NE,42,14,HOU,NE,-5.5,51,Gillette,Stadium,FALSE,59,7,91,,,,,
12/13/2012,2012,15,FALSE,PHI,13,34,CIN,CIN,-5,45,Lincoln,Financial,Field,FALSE,40,3,55,,,,
12/16/2012,2012,15,FALSE,ARI,38,10,DET,DET,-6.5,43.5,University,of,Phoenix,Stadium,FALSE,72,0,DOME,,,
12/16/2012,2012,15,FALSE,ATL,34,0,NYG,PICK,0,50,Georgia,Dome,FALSE,72,0,DOME,,,,,
12/16/2012,2012,15,FALSE,BAL,17,34,DEN,DEN,-3,48,M&T,Bank,Stadium,FALSE,64,7,74,Rain,,,
12/16/2012,2012,15,FALSE,BUF,17,50,SEA,SEA,-5,44,Rogers,Centre,TRUE,72,0,DOME,,,,,
12/16/2012,2012,15,FALSE,CHI,13,21,GB,GB,-3,43.5,Soldier,Field,FALSE,44,9,79,,,,,
12/16/2012,2012,15,FALSE,CLE,21,38,WAS,CLE,-4,40.5,FirstEnergy,Stadium,FALSE,59,9,67,,,,,
12/16/2012,2012,15,FALSE,DAL,27,24,PIT,PIT,-2.5,46,Cowboys,Stadium,FALSE,72,6,,,,,,
12/16/2012,2012,15,FALSE,HOU,29,17,IND,HOU,-10.5,48,Reliant,Stadium,FALSE,64,10,DOME,(Open,Roof),,,
12/16/2012,2012,15,FALSE,MIA,24,3,JAX,MIA,-7.5,38,Sun,Life,Stadium,FALSE,80,9,60,,,,
12/16/2012,2012,15,FALSE,NE,34,41,SF,NE,-5,47.5,Gillette,Stadium,FALSE,37,5,100,Fog,,,,
12/16/2012,2012,15,FALSE,NO,41,0,TB,NO,-3.5,55,Louisiana,Superdome,FALSE,72,0,DOME,,,,,
12/16/2012,2012,15,FALSE,LVR,15,0,KC,LVR,-4.5,44,LVRland,Coliseum,FALSE,56,5,77,,,,,
12/16/2012,2012,15,FALSE,LAC,7,31,CAR,LAC,-3,45.5,Qualcomm,Stadium,FALSE,59,6,64,,,,,
12/16/2012,2012,15,FALSE,LAR,22,36,MIN,LAR,-2.5,39.5,Edward,Jones,Dome,FALSE,72,0,DOME,,,,
12/17/2012,2012,15,FALSE,TEN,14,10,NYJ,TEN,-1,42,Nissan,Stadium,FALSE,54,11,83,,,,,
12/22/2012,2012,16,FALSE,DET,18,31,ATL,ATL,-4,50.5,Ford,Field,FALSE,72,0,DOME,,,,,
12/23/2012,2012,16,FALSE,ARI,13,28,CHI,CHI,-7,36.5,University,of,Phoenix,Stadium,FALSE,72,0,DOME,,,
12/23/2012,2012,16,FALSE,BAL,33,14,NYG,NYG,-2.5,47,M&T,Bank,Stadium,FALSE,51,7,33,,,,
12/23/2012,2012,16,FALSE,CAR,17,6,LVR,CAR,-9.5,47,Bank,of,America,Stadium,FALSE,53,5,43,,,
12/23/2012,2012,16,FALSE,DAL,31,34,NO,DAL,-3,54.5,Cowboys,Stadium,FALSE,64,8,,,,,,
12/23/2012,2012,16,FALSE,DEN,34,12,CLE,DEN,-11,44,Sports,Authority,Field,at,Mile,High,FALSE,51,3,22,
12/23/2012,2012,16,FALSE,GB,55,7,TEN,GB,-11,44.5,Lambeau,Field,FALSE,24,9,68,,,,,
12/23/2012,2012,16,FALSE,HOU,6,23,MIN,HOU,-7.5,43.5,Reliant,Stadium,FALSE,75,12,DOME,(Open,Roof),,,
12/23/2012,2012,16,FALSE,JAX,16,23,NE,NE,-14.5,51,EverBank,Field,FALSE,60,0,,,,,,
12/23/2012,2012,16,FALSE,KC,13,20,IND,IND,-6,41.5,Arrowhead,Stadium,FALSE,36,6,74,,,,,
12/23/2012,2012,16,FALSE,MIA,24,10,BUF,MIA,-5,43,Sun,Life,Stadium,FALSE,73,9,47,,,,
12/23/2012,2012,16,FALSE,NYJ,17,27,LAC,NYJ,-3,38,MetLife,Stadium,FALSE,41,8,54,,,,,
12/23/2012,2012,16,FALSE,PHI,20,27,WAS,WAS,-6,46,Lincoln,Financial,Field,FALSE,44,9,52,,,,
12/23/2012,2012,16,FALSE,PIT,10,13,CIN,PIT,-3.5,40,Heinz,Field,FALSE,38,12,56,,,,,
12/23/2012,2012,16,FALSE,SEA,42,13,SF,SEA,-2,40.5,CenturyLink,Field,FALSE,45,3,76,Rain,,,,
12/23/2012,2012,16,FALSE,TB,13,28,LAR,TB,-3,44,Raymond,James,Stadium,FALSE,63,8,28,,,,
12/30/2012,2012,17,FALSE,ATL,17,22,TB,ATL,-3,46,Georgia,Dome,FALSE,72,0,DOME,,,,,
12/30/2012,2012,17,FALSE,BUF,28,9,NYJ,BUF,-3.5,41,Ralph,Wilson,Stadium,FALSE,28,8,53,,,,
12/30/2012,2012,17,FALSE,CIN,23,17,BAL,CIN,-3,42.5,Paul,Brown,Stadium,FALSE,28,8,72,,,,
12/30/2012,2012,17,FALSE,DEN,38,3,KC,DEN,-17,41.5,Sports,Authority,Field,at,Mile,High,FALSE,35,13,41,
12/30/2012,2012,17,FALSE,DET,24,26,CHI,CHI,-3,46,Ford,Field,FALSE,72,0,DOME,,,,,
12/30/2012,2012,17,FALSE,IND,28,16,HOU,HOU,-6,47,Lucas,Oil,Stadium,FALSE,72,0,DOME,,,,
12/30/2012,2012,17,FALSE,MIN,37,34,GB,GB,-3,46,Mall,of,America,Field,FALSE,72,0,DOME,,,
12/30/2012,2012,17,FALSE,NE,28,0,MIA,NE,-10,46.5,Gillette,Stadium,FALSE,28,13,45,,,,,
12/30/2012,2012,17,FALSE,NO,38,44,CAR,NO,-4,54,Louisiana,Superdome,FALSE,72,0,DOME,,,,,
12/30/2012,2012,17,FALSE,NYG,42,7,PHI,NYG,-6.5,44.5,MetLife,Stadium,FALSE,34,21,50,Snow,,,,
12/30/2012,2012,17,FALSE,PIT,24,10,CLE,PIT,-9.5,36,Heinz,Field,FALSE,28,13,78,,,,,
12/30/2012,2012,17,FALSE,LAC,24,21,LVR,LAC,-8,41.5,Qualcomm,Stadium,FALSE,54,5,80,,,,,
12/30/2012,2012,17,FALSE,SF,27,13,ARI,SF,-16.5,39.5,Candlestick,Park,FALSE,53,5,70,,,,,
12/30/2012,2012,17,FALSE,SEA,20,13,LAR,SEA,-12,42.5,CenturyLink,Field,FALSE,42,4,77,,,,,
12/30/2012,2012,17,FALSE,TEN,38,20,JAX,TEN,-5.5,42,Nissan,Stadium,FALSE,39,4,50,,,,,
12/30/2012,2012,17,FALSE,WAS,28,18,DAL,WAS,-3,49,FedEx,Field,FALSE,37,9,53,,,,,
1/5/2013,2012,Wildcard,TRUE,GB,24,10,MIN,GB,-11,44.5,Lambeau,Field,FALSE,,,,,,,,
1/5/2013,2012,Wildcard,TRUE,HOU,19,13,CIN,HOU,-4,42.5,Reliant,Stadium,FALSE,,,,,,,,
1/6/2013,2012,Wildcard,TRUE,BAL,24,9,IND,BAL,-7,47,M&T,Bank,Stadium,FALSE,,,,,,,
1/6/2013,2012,Wildcard,TRUE,WAS,14,24,SEA,SEA,-3,45,FedEx,Field,FALSE,,,,,,,,
1/12/2013,2012,Division,TRUE,DEN,35,38,BAL,DEN,-9,44.5,Sports,Authority,Field,at,Mile,High,FALSE,,,,
1/12/2013,2012,Division,TRUE,SF,45,31,GB,SF,-3,45.5,Candlestick,Park,FALSE,,,,,,,,
1/13/2013,2012,Division,TRUE,ATL,30,28,SEA,ATL,-3,47,Georgia,Dome,FALSE,72,0,DOME,,,,,
1/13/2013,2012,Division,TRUE,NE,41,28,HOU,NE,-9.5,51,Gillette,Stadium,FALSE,,,,,,,,
1/20/2013,2012,Conference,TRUE,ATL,24,28,SF,SF,-4.5,49,Georgia,Dome,FALSE,72,0,DOME,,,,,
1/20/2013,2012,Conference,TRUE,NE,13,28,BAL,NE,-7.5,51.5,Gillette,Stadium,FALSE,,,,,,,,
2/3/2013,2012,Superbowl,TRUE,SF,31,34,BAL,SF,-4.5,48,Mercedes-Benz,Superdome,TRUE,72,0,DOME,,,,,
9/5/2013,2013,1,FALSE,DEN,49,27,BAL,DEN,-7.5,49.5,Sports,Authority,Field,at,Mile,High,FALSE,83,7,30,
9/8/2013,2013,1,FALSE,BUF,21,23,NE,NE,-10.5,51.5,Ralph,Wilson,Stadium,FALSE,65,6,55,,,,
9/8/2013,2013,1,FALSE,CAR,7,12,SEA,SEA,-3.5,45,Bank,of,America,Stadium,FALSE,87,7,48,,,
9/8/2013,2013,1,FALSE,CHI,24,21,CIN,CHI,-3,42,Soldier,Field,FALSE,77,13,79,,,,,
9/8/2013,2013,1,FALSE,CLE,10,23,MIA,CLE,-2.5,40.5,FirstEnergy,Stadium,FALSE,72,16,80,,,,,
9/8/2013,2013,1,FALSE,DAL,36,31,NYG,DAL,-3.5,50,Cowboys,Stadium,FALSE,72,0,DOME,,,,,
9/8/2013,2013,1,FALSE,DET,34,24,MIN,DET,-4.5,47.5,Ford,Field,FALSE,72,0,DOME,,,,,
9/8/2013,2013,1,FALSE,IND,21,17,LVR,IND,-11.5,45.5,Lucas,Oil,Stadium,FALSE,72,0,DOME,,,,
9/8/2013,2013,1,FALSE,JAX,2,28,KC,KC,-4.5,43,EverBank,Field,FALSE,87,10,55,,,,,
9/8/2013,2013,1,FALSE,NO,23,17,ATL,NO,-3.5,56,Louisiana,Superdome,FALSE,72,0,DOME,,,,,
9/8/2013,2013,1,FALSE,NYJ,18,17,TB,TB,-6,39,MetLife,Stadium,FALSE,82,9,50,,,,,
9/8/2013,2013,1,FALSE,PIT,9,16,TEN,PIT,-6,42,Heinz,Field,FALSE,74,9,76,,,,,
9/8/2013,2013,1,FALSE,SF,34,28,GB,SF,-5,48.5,Candlestick,Park,FALSE,69,6,67,,,,,
9/8/2013,2013,1,FALSE,LAR,27,24,ARI,LAR,-3.5,41.5,Edward,Jones,Dome,FALSE,72,0,DOME,,,,
9/9/2013,2013,1,FALSE,LAC,28,31,HOU,HOU,-6.5,45.5,Qualcomm,Stadium,FALSE,70,3,73,,,,,
9/9/2013,2013,1,FALSE,WAS,27,33,PHI,WAS,-4.5,53.5,FedEx,Field,FALSE,80,9,52,,,,,
9/12/2013,2013,2,FALSE,NE,13,10,NYJ,NE,-11.5,43.5,Gillette,Stadium,FALSE,72,8,89,Rain,|,Fog,,
9/15/2013,2013,2,FALSE,ARI,25,21,DET,DET,-2,48.5,University,of,Phoenix,Stadium,FALSE,72,0,DOME,,,
9/15/2013,2013,2,FALSE,ATL,31,24,LAR,ATL,-5.5,47.5,Georgia,Dome,FALSE,72,0,DOME,,,,,
